0.7922787300,0.3658162910,0.7588088300,0.1000473340,0.9197007650,0.2173484320,0.8865484870,0.6391253920,0.2840320780,0.1317555180
0.3359910960,0.3271557830,0.8465872710,0.5381516850,0.7384819970,0.5371060470,0.7587464950,0.4491065010,0.8653961110,0.3472936200
0.6711511280,0.1138934590,0.7376630710,0.3499663380,0.6352605160,0.7360480490,0.1004634460,0.2311827910,0.7259188570,0.5177005550
0.4064356240,0.1416920020,0.7918610360,0.1808014090,0.9066085130,0.3787502100,0.6612060030,0.6735612230,0.4774508250,0.5540762620
0.3353724610,0.8302374250,0.7914154430,0.3864024120,0.3472851040,0.5815774270,0.7928930600,0.7967611450,0.9228868690,0.8641905190
0.8464547830,0.6289695410,0.2907198130,0.3717028280,0.1463321520,0.0421356860,0.0493798090,0.2604194090,0.4073215460,0.4627104440
0.7021733880,0.4957844450,0.2298769180,0.4342668290,0.8738473600,0.2208122350,0.7104747310,0.3922184660,0.0856404790,0.9611846470
0.7247805770,0.1141930940,0.6545486880,0.1538249010,0.2632802550,0.5927162430,0.8216710550,0.1593192620,0.8909194440,0.2241156980
0.1542941040,0.8053876360,0.4666571150,0.2040589590,0.3330511140,0.1238175170,0.7227975670,0.2276039760,0.4970206530,0.9596286940
0.5144540000,0.4711775260,0.5439026040,0.6135514650,0.0780097440,0.3137922900,0.3717996700,0.8243551400,0.2374532650,0.0321887370
0.0525077970,0.6777050900,0.7277652520,0.9893034090,0.0244970190,0.7622974060,0.7363997100,0.4616058460,0.2027581040,0.9205567600
0.6203231620,0.4946668150,0.5432036350,0.9274695590,0.0966914350,0.0690049780,0.6945446360,0.1148950660,0.8551727020,0.8689677010
0.4281833820,0.0459802420,0.9180368070,0.8107504380,0.6991490000,0.4039024980,0.7682391710,0.1131602890,0.8580728580,0.1911707560
0.3377642490,0.7482654320,0.6747308390,0.5068024910,0.3882546580,0.8769428890,0.2779188580,0.7545222570,0.0100932930,0.5614053430
0.4472291310,0.4548566740,0.4348585150,0.9359292610,0.4306286640,0.2970243260,0.9605991710,0.9555628510,0.6503217360,0.8892974470
0.8546897190,0.3005891150,0.7773995320,0.3431836500,0.6988447700,0.1816031640,0.7658544540,0.7633146530,0.8696837560,0.2497229070
0.9390285950,0.8417172180,0.7308174230,0.2607222500,0.6337188040,0.0547368040,0.8651561970,0.2741926380,0.2973155260,0.2028917700
0.5447694080,0.5610774190,0.6318710820,0.4342478500,0.8524685620,0.0346909940,0.6525023830,0.5723291790,0.1693934150,0.9315544500
0.8749662740,0.7369881000,0.4301082910,0.0938534610,0.1754312330,0.3425370350,0.8676066420,0.0449815640,0.6406773190,0.2280349380
0.5525550540,0.5777239740,0.1380476650,0.8896960210,0.6195403650,0.4748593720,0.1133951100,0.2063503000,0.4758406490,0.8377279730
0.2998787040,0.7672863480,0.8815013250,0.6338990500,0.4740348580,0.6174277920,0.6730619090,0.4941150600,0.7141244320,0.9814186000
0.2534452960,0.8067300660,0.1722687960,0.9567844530,0.3804885590,0.3974464370,0.1034794820,0.8722633770,0.4785991580,0.3690193490
0.1305325290,0.3225030350,0.2466836770,0.0543300900,0.1077116300,0.3810964080,0.0123655770,0.8024679700,0.8008544410,0.0785443070
0.9264973690,0.6412210440,0.3166106640,0.3956595150,0.8355569560,0.3487004380,0.7542510420,0.3848729120,0.9015654910,0.5662057470
0.8428725280,0.9315010280,0.4189175600,0.8426714290,0.9409199170,0.4468699550,0.2593676880,0.9711929410,0.2664436940,0.6422994790
0.6661596070,0.2481682970,0.4488536520,0.0983204130,0.1343997410,0.9615771850,0.8914869810,0.5191399600,0.8665414060,0.4350373200
0.6743271700,0.1203956020,0.1743478200,0.4934484490,0.5543072490,0.4032662610,0.0530926200,0.3651311590,0.7303291720,0.4769140030
0.5810020800,0.5614047110,0.2809882890,0.8777317720,0.5666626290,0.1143395850,0.3228551120,0.9937898770,0.3625914250,0.4389504360
0.6884264570,0.4802895350,0.6413986590,0.9790015070,0.2728885440,0.7182779270,0.2067596180,0.3820936610,0.8476810220,0.9648092780
0.3971155040,0.3835526740,0.8626447320,0.2361917030,0.3729877180,0.5642794980,0.4678131640,0.6868840800,0.0451421480,0.5871225050
